source	target	weight
205135	205081	1.000
205135	205082	1.000
205135	205083	1.000
205135	205084	1.000
205135	205085	1.000
205135	205086	1.000
205135	205087	1.000
205135	205088	1.000
205135	205089	1.000
205135	205090	1.000
205135	205091	1.000
205135	205092	1.000
205135	205093	1.000
205135	205094	1.000
205135	205095	1.000
205135	205096	1.000
205135	205097	1.000
205135	205098	1.000
205135	205099	1.000
205135	205100	1.000
205135	205101	1.000
205135	205102	1.000
205135	205103	1.000
205135	205104	1.000
205135	205105	1.000
205135	205106	1.000
205135	205107	1.000
205135	205108	1.000
205135	205109	1.000
205135	205110	1.000
205135	205111	1.000
205135	205112	1.000
205135	205113	1.000
205135	205114	1.000
205135	205115	1.000
205135	205116	1.000
205135	205117	1.000
205135	205118	1.000
205135	205119	1.000
205135	205120	1.000
205135	205121	1.000
205135	205122	1.000
205135	205123	1.000
205135	205124	1.000
205135	205125	1.000
205135	205126	1.000
205135	205127	1.000
205135	205128	1.000
205135	205129	1.000
205135	205130	1.000
205135	205131	1.000
205135	205132	1.000
205135	205133	1.000
205135	205134	1.000
205136	205044	1.000
205136	205045	1.000
205136	205046	1.000
205136	205047	1.000
205136	205048	1.000
205136	205049	1.000
205136	205050	1.000
205136	205051	1.000
205136	205052	1.000
205136	205053	1.000
205136	205054	1.000
205136	205055	1.000
205136	205056	1.000
205136	205057	1.000
205136	205058	1.000
205136	205059	1.000
205136	205060	1.000
205136	205061	1.000
205136	205062	1.000
205136	205063	1.000
205136	205064	1.000
205136	205065	1.000
205136	205066	1.000
205136	205067	1.000
205136	205068	1.000
205136	205069	1.000
205136	205070	1.000
205136	205071	1.000
205136	205072	1.000
205136	205073	1.000
205136	205074	1.000
205136	205075	1.000
205136	205076	1.000
205136	205077	1.000
205136	205078	1.000
205136	205079	1.000
205136	205080	1.000
205136	205081	1.000
205136	205082	1.000
205136	205083	1.000
205136	205084	1.000
205136	205085	1.000
205136	205086	1.000
205136	205087	1.000
205136	205088	1.000
205136	205089	1.000
205136	205090	1.000
205136	205091	1.000
205136	205092	1.000
205136	205093	1.000
205136	205094	1.000
205136	205095	1.000
205136	205096	1.000
205136	205097	1.000
205136	205098	1.000
205136	205099	1.000
205136	205100	1.000
205136	205101	1.000
205136	205102	1.000
205136	205103	1.000
205136	205104	1.000
205136	205105	1.000
205136	205106	1.000
205136	205107	1.000
205136	205108	1.000
205136	205109	1.000
205136	205110	1.000
205136	205111	1.000
205136	205112	1.000
205136	205113	1.000
205136	205114	1.000
205136	205115	1.000
205136	205116	1.000
205136	205117	1.000
205136	205118	1.000
205136	205119	1.000
205136	205120	1.000
205136	205121	1.000
205136	205122	1.000
205136	205123	1.000
205136	205124	1.000
205136	205125	1.000
205136	205126	1.000
205136	205127	1.000
205136	205128	1.000
205136	205129	1.000
205136	205130	1.000
205136	205131	1.000
205136	205132	1.000
205136	205133	1.000
205136	205134	1.000
205136	205135	1.000
205137	205044	1.000
205137	205045	1.000
205137	205046	1.000
205137	205047	1.000
205137	205048	1.000
205137	205049	1.000
205137	205050	1.000
205137	205051	1.000
205137	205052	1.000
205137	205053	1.000
205137	205054	1.000
205137	205055	1.000
205137	205056	1.000
205137	205057	1.000
205137	205058	1.000
205137	205059	1.000
205137	205060	1.000
205137	205061	1.000
205137	205062	1.000
205137	205063	1.000
205137	205064	1.000
205137	205065	1.000
205137	205066	1.000
205137	205067	1.000
205137	205068	1.000
205137	205069	1.000
205137	205070	1.000
205137	205071	1.000
205137	205072	1.000
205137	205073	1.000
205137	205074	1.000
205137	205075	1.000
205137	205076	1.000
205137	205077	1.000
205137	205078	1.000
205137	205079	1.000
205137	205080	1.000
205137	205081	1.000
205137	205082	1.000
205137	205083	1.000
205137	205084	1.000
205137	205085	1.000
205137	205086	1.000
205137	205087	1.000
205137	205088	1.000
205137	205089	1.000
205137	205090	1.000
205137	205091	1.000
205137	205092	1.000
205137	205093	1.000
205137	205094	1.000
205137	205095	1.000
205137	205096	1.000
205137	205097	1.000
205137	205098	1.000
205137	205099	1.000
205137	205100	1.000
205137	205101	1.000
205137	205102	1.000
205137	205103	1.000
205137	205104	1.000
205137	205105	1.000
205137	205106	1.000
205137	205107	1.000
205137	205108	1.000
205137	205109	1.000
205137	205110	1.000
205137	205111	1.000
205137	205112	1.000
205137	205113	1.000
205137	205114	1.000
205137	205115	1.000
205137	205116	1.000
205137	205117	1.000
205137	205118	1.000
205137	205119	1.000
205137	205120	1.000
205137	205121	1.000
205137	205122	1.000
205137	205123	1.000
205137	205124	1.000
205137	205125	1.000
205137	205126	1.000
205137	205127	1.000
205137	205128	1.000
205137	205129	1.000
205137	205130	1.000
205137	205131	1.000
205137	205132	1.000
205137	205133	1.000
205137	205134	1.000
205137	205135	1.000
205137	205136	1.000
205138	205044	1.000
205138	205045	1.000
205138	205046	1.000
205138	205047	1.000
205138	205048	1.000
205138	205049	1.000
205138	205050	1.000
205138	205051	1.000
205138	205052	1.000
205138	205053	1.000
205138	205054	1.000
205138	205055	1.000
205138	205056	1.000
205138	205057	1.000
205138	205058	1.000
205138	205059	1.000
205138	205060	1.000
205138	205061	1.000
205138	205062	1.000
205138	205063	1.000
205138	205064	1.000
205138	205065	1.000
205138	205066	1.000
205138	205067	1.000
205138	205068	1.000
205138	205069	1.000
205138	205070	1.000
205138	205071	1.000
205138	205072	1.000
205138	205073	1.000
205138	205074	1.000
205138	205075	1.000
205138	205076	1.000
205138	205077	1.000
205138	205078	1.000
205138	205079	1.000
205138	205080	1.000
205138	205081	1.000
205138	205082	1.000
205138	205083	1.000
205138	205084	1.000
205138	205085	1.000
205138	205086	1.000
205138	205087	1.000
205138	205088	1.000
205138	205089	1.000
205138	205090	1.000
205138	205091	1.000
205138	205092	1.000
205138	205093	1.000
205138	205094	1.000
205138	205095	1.000
205138	205096	1.000
205138	205097	1.000
205138	205098	1.000
205138	205099	1.000
205138	205100	1.000
205138	205101	1.000
205138	205102	1.000
205138	205103	1.000
205138	205104	1.000
205138	205105	1.000
205138	205106	1.000
205138	205107	1.000
205138	205108	1.000
205138	205109	1.000
205138	205110	1.000
205138	205111	1.000
205138	205112	1.000
205138	205113	1.000
205138	205114	1.000
205138	205115	1.000
205138	205116	1.000
205138	205117	1.000
205138	205118	1.000
205138	205119	1.000
205138	205120	1.000
205138	205121	1.000
205138	205122	1.000
205138	205123	1.000
205138	205124	1.000
205138	205125	1.000
205138	205126	1.000
205138	205127	1.000
205138	205128	1.000
205138	205129	1.000
205138	205130	1.000
205138	205131	1.000
205138	205132	1.000
205138	205133	1.000
205138	205134	1.000
205138	205135	1.000
205138	205136	1.000
205138	205137	1.000
205139	205044	1.000
205139	205045	1.000
205139	205046	1.000
205139	205047	1.000
205139	205048	1.000
205139	205049	1.000
205139	205050	1.000
205139	205051	1.000
205139	205052	1.000
205139	205053	1.000
205139	205054	1.000
205139	205055	1.000
205139	205056	1.000
205139	205057	1.000
205139	205058	1.000
205139	205059	1.000
205139	205060	1.000
205139	205061	1.000
205139	205062	1.000
205139	205063	1.000
205139	205064	1.000
205139	205065	1.000
205139	205066	1.000
205139	205067	1.000
205139	205068	1.000
205139	205069	1.000
205139	205070	1.000
205139	205071	1.000
205139	205072	1.000
205139	205073	1.000
205139	205074	1.000
205139	205075	1.000
205139	205076	1.000
205139	205077	1.000
205139	205078	1.000
205139	205079	1.000
205139	205080	1.000
205139	205081	1.000
205139	205082	1.000
205139	205083	1.000
205139	205084	1.000
205139	205085	1.000
205139	205086	1.000
205139	205087	1.000
205139	205088	1.000
205139	205089	1.000
205139	205090	1.000
205139	205091	1.000
205139	205092	1.000
205139	205093	1.000
205139	205094	1.000
205139	205095	1.000
205139	205096	1.000
205139	205097	1.000
205139	205098	1.000
205139	205099	1.000
205139	205100	1.000
205139	205101	1.000
205139	205102	1.000
205139	205103	1.000
205139	205104	1.000
205139	205105	1.000
205139	205106	1.000
205139	205107	1.000
205139	205108	1.000
205139	205109	1.000
205139	205110	1.000
205139	205111	1.000
205139	205112	1.000
205139	205113	1.000
205139	205114	1.000
205139	205115	1.000
205139	205116	1.000
205139	205117	1.000
205139	205118	1.000
205139	205119	1.000
205139	205120	1.000
205139	205121	1.000
205139	205122	1.000
205139	205123	1.000
205139	205124	1.000
205139	205125	1.000
205139	205126	1.000
205139	205127	1.000
205139	205128	1.000
205139	205129	1.000
205139	205130	1.000
205139	205131	1.000
205139	205132	1.000
205139	205133	1.000
205139	205134	1.000
205139	205135	1.000
205139	205136	1.000
205139	205137	1.000
205139	205138	1.000
205140	205044	1.000
205140	205045	1.000
205140	205046	1.000
205140	205047	1.000
205140	205048	1.000
205140	205049	1.000
205140	205050	1.000
205140	205051	1.000
205140	205052	1.000
205140	205053	1.000
205140	205054	1.000
205140	205055	1.000
205140	205056	1.000
205140	205057	1.000
205140	205058	1.000
205140	205059	1.000
205140	205060	1.000
205140	205061	1.000
205140	205062	1.000
205140	205063	1.000
205140	205064	1.000
205140	205065	1.000
205140	205066	1.000
205140	205067	1.000
205140	205068	1.000
205140	205069	1.000
205140	205070	1.000
205140	205071	1.000
205140	205072	1.000
205140	205073	1.000
205140	205074	1.000
205140	205075	1.000
205140	205076	1.000
205140	205077	1.000
205140	205078	1.000
205140	205079	1.000
205140	205080	1.000
205140	205081	1.000
205140	205082	1.000
205140	205083	1.000
205140	205084	1.000
205140	205085	1.000
205140	205086	1.000
205140	205087	1.000
205140	205088	1.000
205140	205089	1.000
205140	205090	1.000
205140	205091	1.000
205140	205092	1.000
205140	205093	1.000
205140	205094	1.000
205140	205095	1.000
205140	205096	1.000
205140	205097	1.000
205140	205098	1.000
205140	205099	1.000
205140	205100	1.000
205140	205101	1.000
205140	205102	1.000
205140	205103	1.000
205140	205104	1.000
205140	205105	1.000
205140	205106	1.000
205140	205107	1.000
205140	205108	1.000
205140	205109	1.000
205140	205110	1.000
205140	205111	1.000
205140	205112	1.000
205140	205113	1.000
205140	205114	1.000
205140	205115	1.000
205140	205116	1.000
205140	205117	1.000
205140	205118	1.000
205140	205119	1.000
205140	205120	1.000
205140	205121	1.000
205140	205122	1.000
205140	205123	1.000
205140	205124	1.000
205140	205125	1.000
205140	205126	1.000
205140	205127	1.000
205140	205128	1.000
205140	205129	1.000
205140	205130	1.000
205140	205131	1.000
205140	205132	1.000
205140	205133	1.000
205140	205134	1.000
205140	205135	1.000
205140	205136	1.000
205140	205137	1.000
205140	205138	1.000
205140	205139	1.000
205141	205044	1.000
205141	205045	1.000
205141	205046	1.000
205141	205047	1.000
205141	205048	1.000
205141	205049	1.000
205141	205050	1.000
205141	205051	1.000
205141	205052	1.000
205141	205053	1.000
205141	205054	1.000
205141	205055	1.000
205141	205056	1.000
205141	205057	1.000
205141	205058	1.000
205141	205059	1.000
205141	205060	1.000
205141	205061	1.000
205141	205062	1.000
205141	205063	1.000
205141	205064	1.000
205141	205065	1.000
205141	205066	1.000
205141	205067	1.000
205141	205068	1.000
205141	205069	1.000
205141	205070	1.000
205141	205071	1.000
205141	205072	1.000
205141	205073	1.000
205141	205074	1.000
205141	205075	1.000
205141	205076	1.000
205141	205077	1.000
205141	205078	1.000
205141	205079	1.000
205141	205080	1.000
205141	205081	1.000
205141	205082	1.000
205141	205083	1.000
205141	205084	1.000
205141	205085	1.000
205141	205086	1.000
205141	205087	1.000
205141	205088	1.000
205141	205089	1.000
205141	205090	1.000
205141	205091	1.000
205141	205092	1.000
205141	205093	1.000
205141	205094	1.000
205141	205095	1.000
205141	205096	1.000
205141	205097	1.000
205141	205098	1.000
205141	205099	1.000
205141	205100	1.000
205141	205101	1.000
205141	205102	1.000
205141	205103	1.000
205141	205104	1.000
205141	205105	1.000
205141	205106	1.000
205141	205107	1.000
205141	205108	1.000
205141	205109	1.000
205141	205110	1.000
205141	205111	1.000
205141	205112	1.000
205141	205113	1.000
205141	205114	1.000
205141	205115	1.000
205141	205116	1.000
205141	205117	1.000
205141	205118	1.000
205141	205119	1.000
205141	205120	1.000
205141	205121	1.000
205141	205122	1.000
205141	205123	1.000
205141	205124	1.000
205141	205125	1.000
205141	205126	1.000
205141	205127	1.000
205141	205128	1.000
205141	205129	1.000
205141	205130	1.000
205141	205131	1.000
205141	205132	1.000
205141	205133	1.000
205141	205134	1.000
205141	205135	1.000
205141	205136	1.000
205141	205137	1.000
205141	205138	1.000
205141	205139	1.000
205141	205140	1.000
205142	205044	1.000
205142	205045	1.000
205142	205046	1.000
205142	205047	1.000
205142	205048	1.000
205142	205049	1.000
205142	205050	1.000
205142	205051	1.000
205142	205052	1.000
205142	205053	1.000
205142	205054	1.000
205142	205055	1.000
205142	205056	1.000
205142	205057	1.000
205142	205058	1.000
205142	205059	1.000
205142	205060	1.000
205142	205061	1.000
205142	205062	1.000
205142	205063	1.000
205142	205064	1.000
205142	205065	1.000
205142	205066	1.000
205142	205067	1.000
205142	205068	1.000
205142	205069	1.000
205142	205070	1.000
205142	205071	1.000
205142	205072	1.000
205142	205073	1.000
205142	205074	1.000
205142	205075	1.000
205142	205076	1.000
205142	205077	1.000
205142	205078	1.000
205142	205079	1.000
205142	205080	1.000
205142	205081	1.000
205142	205082	1.000
205142	205083	1.000
205142	205084	1.000
205142	205085	1.000
205142	205086	1.000
205142	205087	1.000
205142	205088	1.000
205142	205089	1.000
205142	205090	1.000
205142	205091	1.000
205142	205092	1.000
205142	205093	1.000
205142	205094	1.000
205142	205095	1.000
205142	205096	1.000
205142	205097	1.000
205142	205098	1.000
205142	205099	1.000
205142	205100	1.000
205142	205101	1.000
205142	205102	1.000
205142	205103	1.000
205142	205104	1.000
205142	205105	1.000
205142	205106	1.000
205142	205107	1.000
205142	205108	1.000
205142	205109	1.000
205142	205110	1.000
205142	205111	1.000
205142	205112	1.000
205142	205113	1.000
205142	205114	1.000
205142	205115	1.000
205142	205116	1.000
205142	205117	1.000
205142	205118	1.000
205142	205119	1.000
205142	205120	1.000
205142	205121	1.000
205142	205122	1.000
205142	205123	1.000
205142	205124	1.000
205142	205125	1.000
205142	205126	1.000
205142	205127	1.000
205142	205128	1.000
205142	205129	1.000
205142	205130	1.000
205142	205131	1.000
205142	205132	1.000
205142	205133	1.000
205142	205134	1.000
205142	205135	1.000
205142	205136	1.000
205142	205137	1.000
205142	205138	1.000
205142	205139	1.000
205142	205140	1.000
205142	205141	1.000
205143	205044	1.000
205143	205045	1.000
205143	205046	1.000
205143	205047	1.000
205143	205048	1.000
205143	205049	1.000
205143	205050	1.000
205143	205051	1.000
205143	205052	1.000
205143	205053	1.000
205143	205054	1.000
205143	205055	1.000
205143	205056	1.000
205143	205057	1.000
205143	205058	1.000
205143	205059	1.000
205143	205060	1.000
205143	205061	1.000
205143	205062	1.000
205143	205063	1.000
205143	205064	1.000
205143	205065	1.000
205143	205066	1.000
205143	205067	1.000
205143	205068	1.000
205143	205069	1.000
205143	205070	1.000
205143	205071	1.000
205143	205072	1.000
205143	205073	1.000
205143	205074	1.000
205143	205075	1.000
205143	205076	1.000
205143	205077	1.000
205143	205078	1.000
205143	205079	1.000
205143	205080	1.000
205143	205081	1.000
205143	205082	1.000
205143	205083	1.000
205143	205084	1.000
205143	205085	1.000
205143	205086	1.000
205143	205087	1.000
205143	205088	1.000
205143	205089	1.000
205143	205090	1.000
205143	205091	1.000
205143	205092	1.000
205143	205093	1.000
205143	205094	1.000
205143	205095	1.000
205143	205096	1.000
205143	205097	1.000
205143	205098	1.000
205143	205099	1.000
205143	205100	1.000
205143	205101	1.000
205143	205102	1.000
205143	205103	1.000
205143	205104	1.000
205143	205105	1.000
205143	205106	1.000
205143	205107	1.000
205143	205108	1.000
205143	205109	1.000
205143	205110	1.000
205143	205111	1.000
205143	205112	1.000
205143	205113	1.000
205143	205114	1.000
205143	205115	1.000
205143	205116	1.000
205143	205117	1.000
205143	205118	1.000
205143	205119	1.000
205143	205120	1.000
205143	205121	1.000
205143	205122	1.000
205143	205123	1.000
205143	205124	1.000
205143	205125	1.000
205143	205126	1.000
205143	205127	1.000
205143	205128	1.000
205143	205129	1.000
205143	205130	1.000
205143	205131	1.000
205143	205132	1.000
205143	205133	1.000
205143	205134	1.000
205143	205135	1.000
205143	205136	1.000
205143	205137	1.000
205143	205138	1.000
205143	205139	1.000
205143	205140	1.000
205143	205141	1.000
205143	205142	1.000
205144	205044	1.000
205144	205045	1.000
205144	205046	1.000
205144	205047	1.000
205144	205048	1.000
205144	205049	1.000
205144	205050	1.000
205144	205051	1.000
205144	205052	1.000
205144	205053	1.000
205144	205054	1.000
205144	205055	1.000
205144	205056	1.000
205144	205057	1.000
205144	205058	1.000
205144	205059	1.000
205144	205060	1.000
205144	205061	1.000
205144	205062	1.000
205144	205063	1.000
205144	205064	1.000
205144	205065	1.000
205144	205066	1.000
205144	205067	1.000
205144	205068	1.000
205144	205069	1.000
205144	205070	1.000
205144	205071	1.000
205144	205072	1.000
205144	205073	1.000
205144	205074	1.000
205144	205075	1.000
205144	205076	1.000
205144	205077	1.000
205144	205078	1.000
205144	205079	1.000
205144	205080	1.000
205144	205081	1.000
205144	205082	1.000
205144	205083	1.000
205144	205084	1.000
205144	205085	1.000
205144	205086	1.000
205144	205087	1.000
205144	205088	1.000
205144	205089	1.000
205144	205090	1.000
205144	205091	1.000
205144	205092	1.000
205144	205093	1.000
205144	205094	1.000
205144	205095	1.000
205144	205096	1.000
205144	205097	1.000
205144	205098	1.000
205144	205099	1.000
205144	205100	1.000
205144	205101	1.000
205144	205102	1.000
205144	205103	1.000
205144	205104	1.000
205144	205105	1.000
205144	205106	1.000
205144	205107	1.000
205144	205108	1.000
205144	205109	1.000
205144	205110	1.000
205144	205111	1.000
205144	205112	1.000
205144	205113	1.000
205144	205114	1.000
205144	205115	1.000
205144	205116	1.000
205144	205117	1.000
205144	205118	1.000
205144	205119	1.000
205144	205120	1.000
205144	205121	1.000
205144	205122	1.000
205144	205123	1.000
205144	205124	1.000
205144	205125	1.000
205144	205126	1.000
205144	205127	1.000
205144	205128	1.000
205144	205129	1.000
205144	205130	1.000
205144	205131	1.000
205144	205132	1.000
205144	205133	1.000
205144	205134	1.000
205144	205135	1.000
205144	205136	1.000
205144	205137	1.000
205144	205138	1.000
205144	205139	1.000
205144	205140	1.000
205144	205141	1.000
205144	205142	1.000
205144	205143	1.000
205145	205044	1.000
205145	205045	1.000
205145	205046	1.000
205145	205047	1.000
205145	205048	1.000
205145	205049	1.000
205145	205050	1.000
205145	205051	1.000
205145	205052	1.000
205145	205053	1.000
205145	205054	1.000
205145	205055	1.000
205145	205056	1.000
205145	205057	1.000
205145	205058	1.000
205145	205059	1.000
205145	205060	1.000
205145	205061	1.000
205145	205062	1.000
205145	205063	1.000
205145	205064	1.000
205145	205065	1.000
205145	205066	1.000
205145	205067	1.000
205145	205068	1.000
205145	205069	1.000
205145	205070	1.000
205145	205071	1.000
205145	205072	1.000
205145	205073	1.000
205145	205074	1.000
205145	205075	1.000
205145	205076	1.000
205145	205077	1.000
205145	205078	1.000
205145	205079	1.000
205145	205080	1.000
205145	205081	1.000
205145	205082	1.000
205145	205083	1.000
205145	205084	1.000
205145	205085	1.000
205145	205086	1.000
205145	205087	1.000
205145	205088	1.000
205145	205089	1.000
205145	205090	1.000
205145	205091	1.000
205145	205092	1.000
205145	205093	1.000
205145	205094	1.000
205145	205095	1.000
205145	205096	1.000
205145	205097	1.000
205145	205098	1.000
205145	205099	1.000
205145	205100	1.000
205145	205101	1.000
205145	205102	1.000
205145	205103	1.000
205145	205104	1.000
205145	205105	1.000
205145	205106	1.000
205145	205107	1.000
205145	205108	1.000
205145	205109	1.000
205145	205110	1.000
205145	205111	1.000
205145	205112	1.000
205145	205113	1.000
205145	205114	1.000
205145	205115	1.000
205145	205116	1.000
205145	205117	1.000
205145	205118	1.000
205145	205119	1.000
205145	205120	1.000
205145	205121	1.000
205145	205122	1.000
205145	205123	1.000
205145	205124	1.000
205145	205125	1.000
205145	205126	1.000
205145	205127	1.000
205145	205128	1.000
205145	205129	1.000
205145	205130	1.000
205145	205131	1.000
205145	205132	1.000
205145	205133	1.000
205145	205134	1.000
205145	205135	1.000
205145	205136	1.000
205145	205137	1.000
205145	205138	1.000
205145	205139	1.000
205145	205140	1.000
205145	205141	1.000
205145	205142	1.000
205145	205143	1.000
205145	205144	1.000
205146	205044	1.000
205146	205045	1.000
205146	205046	1.000
205146	205047	1.000
205146	205048	1.000
205146	205049	1.000
205146	205050	1.000
205146	205051	1.000
205146	205052	1.000
205146	205053	1.000
205146	205054	1.000
205146	205055	1.000
205146	205056	1.000
205146	205057	1.000
205146	205058	1.000
205146	205059	1.000
205146	205060	1.000
205146	205061	1.000
205146	205062	1.000
205146	205063	1.000
205146	205064	1.000
205146	205065	1.000
205146	205066	1.000
205146	205067	1.000
205146	205068	1.000
205146	205069	1.000
205146	205070	1.000
205146	205071	1.000
205146	205072	1.000
205146	205073	1.000
205146	205074	1.000
205146	205075	1.000
205146	205076	1.000
205146	205077	1.000
205146	205078	1.000
205146	205079	1.000
205146	205080	1.000
205146	205081	1.000
205146	205082	1.000
205146	205083	1.000
205146	205084	1.000
205146	205085	1.000
205146	205086	1.000
205146	205087	1.000
205146	205088	1.000
205146	205089	1.000
205146	205090	1.000
205146	205091	1.000
205146	205092	1.000
205146	205093	1.000
205146	205094	1.000
205146	205095	1.000
205146	205096	1.000
205146	205097	1.000
205146	205098	1.000
205146	205099	1.000
205146	205100	1.000
205146	205101	1.000
205146	205102	1.000
205146	205103	1.000
205146	205104	1.000
205146	205105	1.000
205146	205106	1.000
205146	205107	1.000
205146	205108	1.000
205146	205109	1.000
205146	205110	1.000
205146	205111	1.000
205146	205112	1.000
205146	205113	1.000
205146	205114	1.000
205146	205115	1.000
205146	205116	1.000
205146	205117	1.000
205146	205118	1.000
205146	205119	1.000
205146	205120	1.000
205146	205121	1.000
205146	205122	1.000
205146	205123	1.000
205146	205124	1.000
205146	205125	1.000
205146	205126	1.000
205146	205127	1.000
205146	205128	1.000
205146	205129	1.000
205146	205130	1.000
205146	205131	1.000
205146	205132	1.000
205146	205133	1.000
205146	205134	1.000
205146	205135	1.000
205146	205136	1.000
205146	205137	1.000
205146	205138	1.000
205146	205139	1.000
205146	205140	1.000
205146	205141	1.000
205146	205142	1.000
205146	205143	1.000
205146	205144	1.000
205146	205145	1.000
205147	205044	1.000
205147	205045	1.000
205147	205046	1.000
205147	205047	1.000
205147	205048	1.000
205147	205049	1.000
205147	205050	1.000
205147	205051	1.000
205147	205052	1.000
205147	205053	1.000
205147	205054	1.000
205147	205055	1.000
205147	205056	1.000
205147	205057	1.000
205147	205058	1.000
205147	205059	1.000
205147	205060	1.000
205147	205061	1.000
205147	205062	1.000
205147	205063	1.000
205147	205064	1.000
205147	205065	1.000
205147	205066	1.000
205147	205067	1.000
205147	205068	1.000
205147	205069	1.000
205147	205070	1.000
205147	205071	1.000
205147	205072	1.000
205147	205073	1.000
205147	205074	1.000
205147	205075	1.000
205147	205076	1.000
205147	205077	1.000
205147	205078	1.000
205147	205079	1.000
205147	205080	1.000
205147	205081	1.000
205147	205082	1.000
205147	205083	1.000
205147	205084	1.000
205147	205085	1.000
205147	205086	1.000
205147	205087	1.000
205147	205088	1.000
205147	205089	1.000
205147	205090	1.000
205147	205091	1.000
205147	205092	1.000
205147	205093	1.000
205147	205094	1.000
205147	205095	1.000
205147	205096	1.000
205147	205097	1.000
205147	205098	1.000
205147	205099	1.000
205147	205100	1.000
205147	205101	1.000
205147	205102	1.000
205147	205103	1.000
205147	205104	1.000
205147	205105	1.000
205147	205106	1.000
205147	205107	1.000
205147	205108	1.000
205147	205109	1.000
205147	205110	1.000
205147	205111	1.000
205147	205112	1.000
205147	205113	1.000
205147	205114	1.000
205147	205115	1.000
205147	205116	1.000
205147	205117	1.000
205147	205118	1.000
205147	205119	1.000
205147	205120	1.000
205147	205121	1.000
205147	205122	1.000
205147	205123	1.000
205147	205124	1.000
205147	205125	1.000
205147	205126	1.000
205147	205127	1.000
205147	205128	1.000
205147	205129	1.000
205147	205130	1.000
205147	205131	1.000
205147	205132	1.000
205147	205133	1.000
205147	205134	1.000
205147	205135	1.000
205147	205136	1.000
205147	205137	1.000
205147	205138	1.000
205147	205139	1.000
205147	205140	1.000
205147	205141	1.000
205147	205142	1.000
205147	205143	1.000
205147	205144	1.000
205147	205145	1.000
205147	205146	1.000
205148	205044	1.000
205148	205045	1.000
205148	205046	1.000
205148	205047	1.000
205148	205048	1.000
205148	205049	1.000
205148	205050	1.000
205148	205051	1.000
205148	205052	1.000
205148	205053	1.000
205148	205054	1.000
205148	205055	1.000
205148	205056	1.000
205148	205057	1.000
205148	205058	1.000
205148	205059	1.000
205148	205060	1.000
205148	205061	1.000
205148	205062	1.000
205148	205063	1.000
205148	205064	1.000
205148	205065	1.000
205148	205066	1.000
205148	205067	1.000
205148	205068	1.000
205148	205069	1.000
205148	205070	1.000
205148	205071	1.000
205148	205072	1.000
205148	205073	1.000
205148	205074	1.000
205148	205075	1.000
205148	205076	1.000
205148	205077	1.000
205148	205078	1.000
205148	205079	1.000
205148	205080	1.000
205148	205081	1.000
205148	205082	1.000
205148	205083	1.000
205148	205084	1.000
205148	205085	1.000
205148	205086	1.000
205148	205087	1.000
205148	205088	1.000
205148	205089	1.000
205148	205090	1.000
205148	205091	1.000
205148	205092	1.000
205148	205093	1.000
205148	205094	1.000
205148	205095	1.000
205148	205096	1.000
205148	205097	1.000
205148	205098	1.000
205148	205099	1.000
205148	205100	1.000
205148	205101	1.000
205148	205102	1.000
205148	205103	1.000
205148	205104	1.000
205148	205105	1.000
205148	205106	1.000
205148	205107	1.000
205148	205108	1.000
205148	205109	1.000
205148	205110	1.000
205148	205111	1.000
205148	205112	1.000
205148	205113	1.000
205148	205114	1.000
205148	205115	1.000
205148	205116	1.000
205148	205117	1.000
205148	205118	1.000
205148	205119	1.000
205148	205120	1.000
205148	205121	1.000
205148	205122	1.000
205148	205123	1.000
205148	205124	1.000
205148	205125	1.000
205148	205126	1.000
205148	205127	1.000
205148	205128	1.000
205148	205129	1.000
205148	205130	1.000
205148	205131	1.000
205148	205132	1.000
205148	205133	1.000
205148	205134	1.000
205148	205135	1.000
205148	205136	1.000
205148	205137	1.000
205148	205138	1.000
205148	205139	1.000
205148	205140	1.000
205148	205141	1.000
205148	205142	1.000
205148	205143	1.000
205148	205144	1.000
205148	205145	1.000
205148	205146	1.000
205148	205147	1.000
205149	205044	1.000
205149	205045	1.000
205149	205046	1.000
205149	205047	1.000
205149	205048	1.000
205149	205049	1.000
205149	205050	1.000
205149	205051	1.000
205149	205052	1.000
205149	205053	1.000
205149	205054	1.000
205149	205055	1.000
205149	205056	1.000
205149	205057	1.000
205149	205058	1.000
205149	205059	1.000
205149	205060	1.000
205149	205061	1.000
205149	205062	1.000
205149	205063	1.000
205149	205064	1.000
205149	205065	1.000
205149	205066	1.000
205149	205067	1.000
205149	205068	1.000
205149	205069	1.000
205149	205070	1.000
205149	205071	1.000
205149	205072	1.000
205149	205073	1.000
205149	205074	1.000
205149	205075	1.000
205149	205076	1.000
205149	205077	1.000
205149	205078	1.000
205149	205079	1.000
205149	205080	1.000
205149	205081	1.000
205149	205082	1.000
205149	205083	1.000
205149	205084	1.000
205149	205085	1.000
205149	205086	1.000
205149	205087	1.000
205149	205088	1.000
205149	205089	1.000
205149	205090	1.000
205149	205091	1.000
205149	205092	1.000
205149	205093	1.000
205149	205094	1.000
205149	205095	1.000
205149	205096	1.000
205149	205097	1.000
205149	205098	1.000
205149	205099	1.000
205149	205100	1.000
205149	205101	1.000
205149	205102	1.000
205149	205103	1.000
205149	205104	1.000
205149	205105	1.000
205149	205106	1.000
205149	205107	1.000
205149	205108	1.000
205149	205109	1.000
205149	205110	1.000
205149	205111	1.000
205149	205112	1.000
205149	205113	1.000
205149	205114	1.000
